state	pollName	year	startDate	endDate	numberOfRespondents	democratic	republican	someoneElse	undecided	refuseToAnswer	finalTwoPartyVSDemocratic	finalTwoPartyVSRepublican	election	electionDate
ND	Pharos Research Group	2012	NA	2012-10-27	752	34	63	NA	NA	NA	35.2249711676	64.7750288324	Gov	2012-11-06
NH	Public Policy Polling	2012	NA	2012-10-27	874	48	44	NA	NA	NA	56.2249985146	43.7750014854	Gov	2012-11-06
CO	American Research Group	2012	NA	2012-10-27	600	47	48	NA	NA	NA	52.7480071543	47.2519928457	Pres	2012-11-06
FL	CNN/Opinion Research Corp.	2012	NA	2012-10-27	770	48.5	49	NA	NA	NA	50.4422521389	49.5577478611	Pres	2012-11-06
FL	Public Policy Polling	2012	NA	2012-10-27	687	49	48	NA	NA	NA	50.4422521389	49.5577478611	Pres	2012-11-06
FL	Zogby Interactive/JZ Analytics	2012	NA	2012-10-27	827	47	48	NA	NA	NA	50.4422521389	49.5577478611	Pres	2012-11-06
GA	SurveyUSA	2012	NA	2012-10-27	574	44	52	NA	NA	NA	46.0433509004	53.9566490996	Pres	2012-11-06
IN	Pharos Research Group	2012	NA	2012-10-27	753	42	55	NA	NA	NA	44.7888692429	55.2111307571	Pres	2012-11-06
MA	Suffolk University	2012	NA	2012-10-27	600	63	31	NA	NA	NA	61.7885674387	38.2114325613	Pres	2012-11-06
MN	SurveyUSA	2012	NA	2012-10-27	574	50	43	NA	NA	NA	53.9412264583	46.0587735417	Pres	2012-11-06
MT	Pharos Research Group	2012	NA	2012-10-27	799	43	50	NA	NA	NA	42.9657681391	57.0342318609	Pres	2012-11-06
ND	Mason-Dixon Polling & Research, Inc.	2012	NA	2012-10-27	625	40	54	NA	NA	NA	39.8821048581	60.1178951419	Pres	2012-11-06
ND	Pharos Research Group	2012	NA	2012-10-27	752	38	55	NA	NA	NA	39.8821048581	60.1178951419	Pres	2012-11-06
NE	Pharos Research Group	2012	NA	2012-10-27	761	39	58	NA	NA	NA	38.8706097327	61.1293902673	Pres	2012-11-06
NH	Public Policy Polling	2012	NA	2012-10-27	874	49	47	NA	NA	NA	52.8337519794	47.1662480206	Pres	2012-11-06
OH	Gravis Marketing	2012	NA	2012-10-27	730	50	49	NA	NA	NA	51.514552536	48.485447464	Pres	2012-11-06
OH	Public Policy Polling	2012	NA	2012-10-27	718	51	47	NA	NA	NA	51.514552536	48.485447464	Pres	2012-11-06
OH	TCJ Research	2012	NA	2012-10-27	1000	46.6	50.3	NA	NA	NA	51.514552536	48.485447464	Pres	2012-11-06
OH	Zogby Interactive/JZ Analytics	2012	NA	2012-10-27	827	49.1	45	NA	NA	NA	51.514552536	48.485447464	Pres	2012-11-06
OR	Davis, Hibbitts & Midghall, Inc.	2012	NA	2012-10-27	500	49	42	NA	NA	NA	56.2711671755	43.7288328245	Pres	2012-11-06
OR	Elway Research	2012	NA	2012-10-27	405	47	41	NA	NA	NA	56.2711671755	43.7288328245	Pres	2012-11-06
VA	Zogby Interactive/JZ Analytics	2012	NA	2012-10-27	827	48.25	46.55	NA	NA	NA	51.9673766887	48.0326233113	Pres	2012-11-06
WI	Marquette University	2012	NA	2012-10-27	1243	51	43	NA	NA	NA	53.5163824055	46.4836175945	Pres	2012-11-06
WI	St. Norbert College	2012	NA	2012-10-27	402	52	43	NA	NA	NA	53.5163824055	46.4836175945	Pres	2012-11-06
WI	TCJ Research	2012	NA	2012-10-27	1000	47.6	49.5	NA	NA	NA	53.5163824055	46.4836175945	Pres	2012-11-06
FL	Public Policy Polling	2012	NA	2012-10-27	687	50	42	NA	NA	NA	56.6726486701	43.3273513299	Sen	2012-11-06
FL	Zogby Interactive/JZ Analytics	2012	NA	2012-10-27	827	50	41	NA	NA	NA	56.6726486701	43.3273513299	Sen	2012-11-06
IN	Pharos Research Group	2012	NA	2012-10-27	753	46	47	NA	NA	NA	53.0402450894	46.9597549106	Sen	2012-11-06
MA	Suffolk University	2012	NA	2012-10-27	600	53	46	NA	NA	NA	53.7772389879	46.2227610121	Sen	2012-11-06
MT	Pharos Research Group	2012	NA	2012-10-27	799	48	47	NA	NA	NA	51.9895458551	48.0104541449	Sen	2012-11-06
ND	Mason-Dixon Polling & Research, Inc.	2012	NA	2012-10-27	625	45	47	NA	NA	NA	50.4509383453	49.5490616547	Sen	2012-11-06
ND	Pharos Research Group	2012	NA	2012-10-27	752	50	48	NA	NA	NA	50.4509383453	49.5490616547	Sen	2012-11-06
NE	Pharos Research Group	2012	NA	2012-10-27	761	47	50	NA	NA	NA	42.22556723	57.77443277	Sen	2012-11-06
OH	Gravis Marketing	2012	NA	2012-10-27	730	48	47	NA	NA	NA	53.1453435702	46.8546564298	Sen	2012-11-06
OH	Public Policy Polling	2012	NA	2012-10-27	718	53	42	NA	NA	NA	53.1453435702	46.8546564298	Sen	2012-11-06
OH	TCJ Research	2012	NA	2012-10-27	1000	48.5	44.6	NA	NA	NA	53.1453435702	46.8546564298	Sen	2012-11-06
OH	Zogby Interactive/JZ Analytics	2012	NA	2012-10-27	827	43	42	NA	NA	NA	53.1453435702	46.8546564298	Sen	2012-11-06
VA	Zogby Interactive/JZ Analytics	2012	NA	2012-10-27	827	46.7	45.1	NA	NA	NA	52.957694013	47.042305987	Sen	2012-11-06
WI	Marquette University	2012	NA	2012-10-27	1243	47	43	NA	NA	NA	52.8521503251	47.1478496749	Sen	2012-11-06
WI	St. Norbert College	2012	NA	2012-10-27	402	43	46	NA	NA	NA	52.8521503251	47.1478496749	Sen	2012-11-06
WI	TCJ Research	2012	NA	2012-10-27	1000	45.3	47.7	NA	NA	NA	52.8521503251	47.1478496749	Sen	2012-11-06
NC	SurveyUSA	2012	NA	2012-10-28	682	36	53	NA	NA	NA	44.1777952852	55.8222047148	Gov	2012-11-06
MI	EPIC-MRA	2012	NA	2012-10-28	600	48	42	NA	NA	NA	54.8005320721	45.1994679279	Pres	2012-11-06
MI	Glengariff Group, Inc.	2012	NA	2012-10-28	600	47.7	45	NA	NA	NA	54.8005320721	45.1994679279	Pres	2012-11-06
NC	SurveyUSA	2012	NA	2012-10-28	682	45	50	NA	NA	NA	48.9659650996	51.0340349004	Pres	2012-11-06
NE	Gravis Marketing	2012	NA	2012-10-28	1168	39	61	NA	NA	NA	38.8706097327	61.1293902673	Pres	2012-11-06
NV	Grove Insight	2012	NA	2012-10-28	500	49	43	NA	NA	NA	53.4075421638	46.5924578362	Pres	2012-11-06
OH	Rasmussen Reports/Pulse Opinion Research	2012	NA	2012-10-28	750	48	50	NA	NA	NA	51.514552536	48.485447464	Pres	2012-11-06
OH	SurveyUSA	2012	NA	2012-10-28	603	48	45	NA	NA	NA	51.514552536	48.485447464	Pres	2012-11-06
OH	University of Cincinnati (Ohio Poll)	2012	NA	2012-10-28	1182	48	46	NA	NA	NA	51.514552536	48.485447464	Pres	2012-11-06
MI	EPIC-MRA	2012	NA	2012-10-28	600	54	33	NA	NA	NA	60.7527693573	39.2472306427	Sen	2012-11-06
MI	Glengariff Group, Inc.	2012	NA	2012-10-28	600	52	38	NA	NA	NA	60.7527693573	39.2472306427	Sen	2012-11-06
NE	Gravis Marketing	2012	NA	2012-10-28	1168	44	56	NA	NA	NA	42.22556723	57.77443277	Sen	2012-11-06
NV	Grove Insight	2012	NA	2012-10-28	500	43	44	NA	NA	NA	49.3595474794	50.6404525206	Sen	2012-11-06
OH	SurveyUSA	2012	NA	2012-10-28	603	46	41	NA	NA	NA	53.1453435702	46.8546564298	Sen	2012-11-06
OH	University of Cincinnati (Ohio Poll)	2012	NA	2012-10-28	1182	49	44	NA	NA	NA	53.1453435702	46.8546564298	Sen	2012-11-06
IN	Howey Politics/DePauw University	2012	NA	2012-10-29	800	40	47	NA	NA	NA	48.4639111982	51.5360888018	Gov	2012-11-06
CO	CNN/Opinion Research Corp.	2012	NA	2012-10-29	733	50	48	NA	NA	NA	52.7480071543	47.2519928457	Pres	2012-11-06
CO	Grove Insight	2012	NA	2012-10-29	500	48	45	NA	NA	NA	52.7480071543	47.2519928457	Pres	2012-11-06
CO	Rasmussen Reports/Pulse Opinion Research	2012	NA	2012-10-29	750	47	50	NA	NA	NA	52.7480071543	47.2519928457	Pres	2012-11-06
FL	Grove Insight	2012	NA	2012-10-29	600	48	47	NA	NA	NA	50.4422521389	49.5577478611	Pres	2012-11-06
FL	Rasmussen Reports/Pulse Opinion Research	2012	NA	2012-10-29	1000	48	50	NA	NA	NA	50.4422521389	49.5577478611	Pres	2012-11-06
IA	Marist College	2012	NA	2012-10-29	1142	50	44	NA	NA	NA	52.9593519264	47.0406480736	Pres	2012-11-06
IN	Howey Politics/DePauw University	2012	NA	2012-10-29	800	41	51	NA	NA	NA	44.7888692429	55.2111307571	Pres	2012-11-06
MA	Western New England University	2012	NA	2012-10-29	535	58	40	NA	NA	NA	61.7885674387	38.2114325613	Pres	2012-11-06
MT	Rasmussen Reports/Pulse Opinion Research	2012	NA	2012-10-29	500	43	53	NA	NA	NA	42.9657681391	57.0342318609	Pres	2012-11-06
NH	Marist College	2012	NA	2012-10-29	1013	49	47	NA	NA	NA	52.8337519794	47.1662480206	Pres	2012-11-06
OH	Columbus Dispatch	2012	NA	2012-10-29	1501	50	48	NA	NA	NA	51.514552536	48.485447464	Pres	2012-11-06
OH	Grove Insight	2012	NA	2012-10-29	500	48	45	NA	NA	NA	51.514552536	48.485447464	Pres	2012-11-06
OH	Rasmussen Reports/Pulse Opinion Research	2012	NA	2012-10-29	1000	48	46	NA	NA	NA	51.514552536	48.485447464	Pres	2012-11-06
UT	Dan Jones & Associates	2012	NA	2012-10-29	870	26	69	NA	NA	NA	25.3738111044	74.6261888956	Pres	2012-11-06
WI	Marist College	2012	NA	2012-10-29	1065	49	46	NA	NA	NA	53.5163824055	46.4836175945	Pres	2012-11-06
WI	Rasmussen Reports/Pulse Opinion Research	2012	NA	2012-10-29	1000	49	48	NA	NA	NA	53.5163824055	46.4836175945	Pres	2012-11-06
WI	Rasmussen Reports/Pulse Opinion Research	2012	NA	2012-10-29	750	49	49	NA	NA	NA	53.5163824055	46.4836175945	Pres	2012-11-06
FL	Rasmussen Reports/Pulse Opinion Research	2012	NA	2012-10-29	1000	50	46	NA	NA	NA	56.6726486701	43.3273513299	Sen	2012-11-06
IN	Howey Politics/DePauw University	2012	NA	2012-10-29	800	47	36	NA	NA	NA	53.0402450894	46.9597549106	Sen	2012-11-06
MT	Rasmussen Reports/Pulse Opinion Research	2012	NA	2012-10-29	500	49	48	NA	NA	NA	51.9895458551	48.0104541449	Sen	2012-11-06
OH	Columbus Dispatch	2012	NA	2012-10-29	1501	51	45	NA	NA	NA	53.1453435702	46.8546564298	Sen	2012-11-06
OH	Rasmussen Reports/Pulse Opinion Research	2012	NA	2012-10-29	1000	50	43	NA	NA	NA	53.1453435702	46.8546564298	Sen	2012-11-06
UT	Dan Jones & Associates	2012	NA	2012-10-29	870	26	63	NA	NA	NA	31.4621133705	68.5378866295	Sen	2012-11-06
WI	Marist College	2012	NA	2012-10-29	1065	48	47	NA	NA	NA	52.8521503251	47.1478496749	Sen	2012-11-06
WI	Marist College	2012	NA	2012-10-29	1332	48	46	NA	NA	NA	52.8521503251	47.1478496749	Sen	2012-11-06
WI	Rasmussen Reports/Pulse Opinion Research	2012	NA	2012-10-29	1000	47	48	NA	NA	NA	52.8521503251	47.1478496749	Sen	2012-11-06
WI	Rasmussen Reports/Pulse Opinion Research	2012	NA	2012-10-29	750	48	48	NA	NA	NA	52.8521503251	47.1478496749	Sen	2012-11-06
MT	Mason-Dixon Polling & Research, Inc.	2012	NA	2012-10-30	625	46	49	NA	NA	NA	50.8135104398	49.1864895602	Gov	2012-11-06
NC	Public Policy Polling	2012	NA	2012-10-30	730	39	50	NA	NA	NA	44.1777952852	55.8222047148	Gov	2012-11-06
UT	Dan Jones & Associates	2012	NA	2012-10-30	870	24	69	NA	NA	NA	28.7329721987	71.2670278013	Gov	2012-11-06
WA	SurveyUSA	2012	NA	2012-10-30	555	47	46	NA	NA	NA	51.53949125	48.46050875	Gov	2012-11-06
CO	CallFire	2012	NA	2012-10-30	839	49	48	NA	NA	NA	52.7480071543	47.2519928457	Pres	2012-11-06
CO	SurveyUSA	2012	NA	2012-10-30	695	47	45	NA	NA	NA	52.7480071543	47.2519928457	Pres	2012-11-06
CO	TCJ Research	2012	NA	2012-10-30	1000	46.9	51.3	NA	NA	NA	52.7480071543	47.2519928457	Pres	2012-11-06
CO	We Ask America	2012	NA	2012-10-30	1246	50.1	46.7	NA	NA	NA	52.7480071543	47.2519928457	Pres	2012-11-06
FL	Gravis Marketing	2012	NA	2012-10-30	549	47	50	NA	NA	NA	50.4422521389	49.5577478611	Pres	2012-11-06
FL	We Ask America	2012	NA	2012-10-30	1146	48.9	49.8	NA	NA	NA	50.4422521389	49.5577478611	Pres	2012-11-06
GA	20/20 Insight	2012	NA	2012-10-30	1316	46	52	NA	NA	NA	46.0433509004	53.9566490996	Pres	2012-11-06
IA	CallFire	2012	NA	2012-10-30	891	50	47	NA	NA	NA	52.9593519264	47.0406480736	Pres	2012-11-06
IA	Public Policy Polling	2012	NA	2012-10-30	676	50	45	NA	NA	NA	52.9593519264	47.0406480736	Pres	2012-11-06
IA	Rasmussen Reports/Pulse Opinion Research	2012	NA	2012-10-30	750	48	49	NA	NA	NA	52.9593519264	47.0406480736	Pres	2012-11-06
IA	We Ask America	2012	NA	2012-10-30	1174	48.8	47.3	NA	NA	NA	52.9593519264	47.0406480736	Pres	2012-11-06
IL	We Ask America	2012	NA	2012-10-30	1198	57	41	NA	NA	NA	58.5775233928	41.4224766072	Pres	2012-11-06
IN	McLaughlin & Associates	2012	NA	2012-10-30	600	39	57	NA	NA	NA	44.7888692429	55.2111307571	Pres	2012-11-06
MN	TCJ Research	2012	NA	2012-10-30	1000	49.3	45.8	NA	NA	NA	53.9412264583	46.0587735417	Pres	2012-11-06
MO	We Ask America	2012	NA	2012-10-30	1217	42.2	53.8	NA	NA	NA	45.2213332473	54.7786667527	Pres	2012-11-06
MT	Mason-Dixon Polling & Research, Inc.	2012	NA	2012-10-30	625	43	53	NA	NA	NA	42.9657681391	57.0342318609	Pres	2012-11-06
NC	Public Policy Polling	2012	NA	2012-10-30	730	49	49	NA	NA	NA	48.9659650996	51.0340349004	Pres	2012-11-06
NH	New England College	2012	NA	2012-10-30	1017	49.5	44.4	NA	NA	NA	52.8337519794	47.1662480206	Pres	2012-11-06
NV	Mellman Group	2012	NA	2012-10-30	600	50	44	NA	NA	NA	53.4075421638	46.5924578362	Pres	2012-11-06
NV	TCJ Research	2012	NA	2012-10-30	1000	49.7	47.2	NA	NA	NA	53.4075421638	46.5924578362	Pres	2012-11-06
OH	Public Policy Polling	2012	NA	2012-10-30	600	50	45	NA	NA	NA	51.514552536	48.485447464	Pres	2012-11-06
OR	TCJ Research	2012	NA	2012-10-30	1000	47	45.3	NA	NA	NA	56.2711671755	43.7288328245	Pres	2012-11-06
PA	Rasmussen Reports/Pulse Opinion Research	2012	NA	2012-10-30	1000	49	46	NA	NA	NA	52.731933999	47.268066001	Pres	2012-11-06
PA	Susquehanna Polling & Research, Inc.	2012	NA	2012-10-30	800	47	47	NA	NA	NA	52.731933999	47.268066001	Pres	2012-11-06
SD	Nielson Brothers Polling	2012	NA	2012-10-30	671	42	50	NA	NA	NA	40.7815008609	59.2184991391	Pres	2012-11-06
VA	Rasmussen Reports/Pulse Opinion Research	2012	NA	2012-10-30	1000	49	48	NA	NA	NA	51.9673766887	48.0326233113	Pres	2012-11-06
WA	SurveyUSA	2012	NA	2012-10-30	555	54	40	NA	NA	NA	57.6282982703	42.3717017297	Pres	2012-11-06
WI	Public Policy Polling	2012	NA	2012-10-30	825	51	46	NA	NA	NA	53.5163824055	46.4836175945	Pres	2012-11-06
FL	Gravis Marketing	2012	NA	2012-10-30	549	49	46	NA	NA	NA	56.6726486701	43.3273513299	Sen	2012-11-06
MO	We Ask America	2012	NA	2012-10-30	1217	48.6	45.2	NA	NA	NA	58.3577837445	41.6422162555	Sen	2012-11-06
NV	TCJ Research	2012	NA	2012-10-30	1000	47.2	49.3	NA	NA	NA	49.3595474794	50.6404525206	Sen	2012-11-06
PA	Rasmussen Reports/Pulse Opinion Research	2012	NA	2012-10-30	1000	46	45	NA	NA	NA	54.6309770441	45.3690229559	Sen	2012-11-06
PA	Susquehanna Polling & Research, Inc.	2012	NA	2012-10-30	800	46	45	NA	NA	NA	54.6309770441	45.3690229559	Sen	2012-11-06
VA	Rasmussen Reports/Pulse Opinion Research	2012	NA	2012-10-30	1000	48	48	NA	NA	NA	52.957694013	47.042305987	Sen	2012-11-06
MO	SurveyUSA	2012	NA	2012-10-31	589	48	39	NA	NA	NA	56.2876909036	43.7123090964	Gov	2012-11-06
FL	Marist College	2012	NA	2012-10-31	1545	49	47	NA	NA	NA	50.4422521389	49.5577478611	Pres	2012-11-06
FL	Mason-Dixon Polling & Research, Inc.	2012	NA	2012-10-31	800	45	51	NA	NA	NA	50.4422521389	49.5577478611	Pres	2012-11-06
ME	Critical Insights	2012	NA	2012-10-31	613	49	42	NA	NA	NA	57.8599213954	42.1400786046	Pres	2012-11-06
MI	Public Policy Polling	2012	NA	2012-10-31	500	53	45	NA	NA	NA	54.8005320721	45.1994679279	Pres	2012-11-06
MO	SurveyUSA	2012	NA	2012-10-31	589	43	50	NA	NA	NA	45.2213332473	54.7786667527	Pres	2012-11-06
NM	Public Opinion Strategies	2012	NA	2012-10-31	500	49	41	NA	NA	NA	55.2952046467	44.7047953533	Pres	2012-11-06
OH	CNN/Opinion Research Corp.	2012	NA	2012-10-31	796	48.5	45.5	NA	NA	NA	51.514552536	48.485447464	Pres	2012-11-06
OH	TCJ Research	2012	NA	2012-10-31	1000	47.6	49.9	NA	NA	NA	51.514552536	48.485447464	Pres	2012-11-06
OH	We Ask America	2012	NA	2012-10-31	1649	50.2	45.8	NA	NA	NA	51.514552536	48.485447464	Pres	2012-11-06
OH	Wenzel Strategies	2012	NA	2012-10-31	1281	46	49	NA	NA	NA	51.514552536	48.485447464	Pres	2012-11-06
VA	Public Policy Polling	2012	NA	2012-10-31	600	49	46	NA	NA	NA	51.9673766887	48.0326233113	Pres	2012-11-06
VA	We Ask America	2012	NA	2012-10-31	1069	48.5	47.6	NA	NA	NA	51.9673766887	48.0326233113	Pres	2012-11-06
WI	TCJ Research	2012	NA	2012-10-31	1000	47.2	50.2	NA	NA	NA	53.5163824055	46.4836175945	Pres	2012-11-06
WI	We Ask America	2012	NA	2012-10-31	1210	51.5	44.8	NA	NA	NA	53.5163824055	46.4836175945	Pres	2012-11-06
WI	Wenzel Strategies	2012	NA	2012-10-31	1074	49	47	NA	NA	NA	53.5163824055	46.4836175945	Pres	2012-11-06
FL	Marist College	2012	NA	2012-10-31	1545	52	43	NA	NA	NA	56.6726486701	43.3273513299	Sen	2012-11-06
FL	Mason-Dixon Polling & Research, Inc.	2012	NA	2012-10-31	800	49	43	NA	NA	NA	56.6726486701	43.3273513299	Sen	2012-11-06
ME	Critical Insights	2012	NA	2012-10-31	613	49	33	NA	NA	NA	63.2635983264	36.7364016736	Sen	2012-11-06
MO	SurveyUSA	2012	NA	2012-10-31	589	51	36	NA	NA	NA	58.3577837445	41.6422162555	Sen	2012-11-06
OH	TCJ Research	2012	NA	2012-10-31	1000	49.1	47.5	NA	NA	NA	53.1453435702	46.8546564298	Sen	2012-11-06
OH	Wenzel Strategies	2012	NA	2012-10-31	1281	45	50	NA	NA	NA	53.1453435702	46.8546564298	Sen	2012-11-06
WI	TCJ Research	2012	NA	2012-10-31	1000	46.8	49.9	NA	NA	NA	52.8521503251	47.1478496749	Sen	2012-11-06
WI	Wenzel Strategies	2012	NA	2012-10-31	1074	45	47	NA	NA	NA	52.8521503251	47.1478496749	Sen	2012-11-06
IN	McLaughlin & Associates	2012	NA	2012-11-01	600	39	51	NA	NA	NA	48.4639111982	51.5360888018	Gov	2012-11-06
NH	University of New Hampshire	2012	NA	2012-11-01	502	47	42	NA	NA	NA	56.2249985146	43.7750014854	Gov	2012-11-06
CO	Ipsos, online	2012	NA	2012-11-01	1052	46	46	NA	NA	NA	52.7480071543	47.2519928457	Pres	2012-11-06
CO	Public Policy Polling	2012	NA	2012-11-01	825	50	46	NA	NA	NA	52.7480071543	47.2519928457	Pres	2012-11-06
FL	Ipsos, online	2012	NA	2012-11-01	985	48	46	NA	NA	NA	50.4422521389	49.5577478611	Pres	2012-11-06
FL	Mellman Group	2012	NA	2012-11-01	600	47	45	NA	NA	NA	50.4422521389	49.5577478611	Pres	2012-11-06
FL	TCJ Research	2012	NA	2012-11-01	1000	46.3	52.1	NA	NA	NA	50.4422521389	49.5577478611	Pres	2012-11-06
IA	Gravis Marketing	2012	NA	2012-11-01	594	49	45	NA	NA	NA	52.9593519264	47.0406480736	Pres	2012-11-06
IA	Mellman Group	2012	NA	2012-11-01	600	46	44	NA	NA	NA	52.9593519264	47.0406480736	Pres	2012-11-06
IA	Selzer & Company	2012	NA	2012-11-01	800	47	42	NA	NA	NA	52.9593519264	47.0406480736	Pres	2012-11-06
IA	TCJ Research	2012	NA	2012-11-01	1000	47.6	50.3	NA	NA	NA	52.9593519264	47.0406480736	Pres	2012-11-06
IN	McLaughlin & Associates	2012	NA	2012-11-01	600	41	54	NA	NA	NA	44.7888692429	55.2111307571	Pres	2012-11-06
IN	Rasmussen Reports/Pulse Opinion Research	2012	NA	2012-11-01	600	43	52	NA	NA	NA	44.7888692429	55.2111307571	Pres	2012-11-06
MA	Kimball Political Consulting	2012	NA	2012-11-01	761	54	41	NA	NA	NA	61.7885674387	38.2114325613	Pres	2012-11-06
MI	Grove Insight	2012	NA	2012-11-01	500	48	41	NA	NA	NA	54.8005320721	45.1994679279	Pres	2012-11-06
MI	Public Policy Polling	2012	NA	2012-11-01	500	52	46	NA	NA	NA	54.8005320721	45.1994679279	Pres	2012-11-06
MI	Rasmussen Reports/Pulse Opinion Research	2012	NA	2012-11-01	750	52	47	NA	NA	NA	54.8005320721	45.1994679279	Pres	2012-11-06
MI	TCJ Research	2012	NA	2012-11-01	1000	50.4	47.7	NA	NA	NA	54.8005320721	45.1994679279	Pres	2012-11-06
MN	Public Policy Polling	2012	NA	2012-11-01	772	53	44	NA	NA	NA	53.9412264583	46.0587735417	Pres	2012-11-06
NE	We Ask America	2012	NA	2012-11-01	1178	41	54	NA	NA	NA	38.8706097327	61.1293902673	Pres	2012-11-06
NH	Gravis Marketing	2012	NA	2012-11-01	497	50	49	NA	NA	NA	52.8337519794	47.1662480206	Pres	2012-11-06
NH	University of New Hampshire	2012	NA	2012-11-01	502	47	47	NA	NA	NA	52.8337519794	47.1662480206	Pres	2012-11-06
NM	TCJ Research	2012	NA	2012-11-01	1000	51.6	46.6	NA	NA	NA	55.2952046467	44.7047953533	Pres	2012-11-06
OH	Ipsos, online	2012	NA	2012-11-01	1012	47	45	NA	NA	NA	51.514552536	48.485447464	Pres	2012-11-06
OH	Marist College	2012	NA	2012-11-01	1253	51	45	NA	NA	NA	51.514552536	48.485447464	Pres	2012-11-06
OH	Rasmussen Reports/Pulse Opinion Research	2012	NA	2012-11-01	750	49	49	NA	NA	NA	51.514552536	48.485447464	Pres	2012-11-06
VA	Ipsos, online	2012	NA	2012-11-01	1065	48	45	NA	NA	NA	51.9673766887	48.0326233113	Pres	2012-11-06
VA	Mellman Group	2012	NA	2012-11-01	800	48	45	NA	NA	NA	51.9673766887	48.0326233113	Pres	2012-11-06
FL	Ipsos, online	2012	NA	2012-11-01	985	53	41	NA	NA	NA	56.6726486701	43.3273513299	Sen	2012-11-06
IN	Rasmussen Reports/Pulse Opinion Research	2012	NA	2012-11-01	600	45	42	NA	NA	NA	53.0402450894	46.9597549106	Sen	2012-11-06
MA	Kimball Political Consulting	2012	NA	2012-11-01	761	47	49	NA	NA	NA	53.7772389879	46.2227610121	Sen	2012-11-06
MI	Public Policy Polling	2012	NA	2012-11-01	500	53	40	NA	NA	NA	60.7527693573	39.2472306427	Sen	2012-11-06
NE	We Ask America	2012	NA	2012-11-01	1178	41.2	53.6	NA	NA	NA	42.22556723	57.77443277	Sen	2012-11-06
OH	Ipsos, online	2012	NA	2012-11-01	1012	50	42	NA	NA	NA	53.1453435702	46.8546564298	Sen	2012-11-06
OH	Marist College	2012	NA	2012-11-01	1253	50	45	NA	NA	NA	53.1453435702	46.8546564298	Sen	2012-11-06
OH	Rasmussen Reports/Pulse Opinion Research	2012	NA	2012-11-01	750	48	48	NA	NA	NA	53.1453435702	46.8546564298	Sen	2012-11-06
VA	Ipsos, online	2012	NA	2012-11-01	1065	47	44	NA	NA	NA	52.957694013	47.042305987	Sen	2012-11-06
WA	Public Policy Polling	2012	NA	2012-11-02	932	50	48	NA	NA	NA	51.53949125	48.46050875	Gov	2012-11-06
AZ	YouGov	2012	NA	2012-11-02	702	44	52	NA	NA	NA	45.3866197751	54.6133802249	Pres	2012-11-06
CA	YouGov	2012	NA	2012-11-02	1575	55	40	NA	NA	NA	61.8728111653	38.1271888347	Pres	2012-11-06
CO	YouGov	2012	NA	2012-11-02	752	48	47	NA	NA	NA	52.7480071543	47.2519928457	Pres	2012-11-06
CT	Public Policy Polling	2012	NA	2012-11-02	1220	55	42	NA	NA	NA	58.7730063716	41.2269936284	Pres	2012-11-06
CT	YouGov	2012	NA	2012-11-02	895	54	39	NA	NA	NA	58.7730063716	41.2269936284	Pres	2012-11-06
FL	Angus Reid Global	2012	NA	2012-11-02	525	49	49	NA	NA	NA	50.4422521389	49.5577478611	Pres	2012-11-06
FL	YouGov	2012	NA	2012-11-02	1621	47	48	NA	NA	NA	50.4422521389	49.5577478611	Pres	2012-11-06
GA	YouGov	2012	NA	2012-11-02	1070	44	52	NA	NA	NA	46.0433509004	53.9566490996	Pres	2012-11-06
IA	Grove Insight	2012	NA	2012-11-02	500	47	44	NA	NA	NA	52.9593519264	47.0406480736	Pres	2012-11-06
IA	YouGov	2012	NA	2012-11-02	1040	48	47	NA	NA	NA	52.9593519264	47.0406480736	Pres	2012-11-06
IL	YouGov	2012	NA	2012-11-02	1126	57	38	NA	NA	NA	58.5775233928	41.4224766072	Pres	2012-11-06
IN	YouGov	2012	NA	2012-11-02	768	44	51	NA	NA	NA	44.7888692429	55.2111307571	Pres	2012-11-06
MA	Public Policy Polling	2012	NA	2012-11-02	1089	57	42	NA	NA	NA	61.7885674387	38.2114325613	Pres	2012-11-06
MA	University Massachusetts Lowell	2012	NA	2012-11-02	800	57	37	NA	NA	NA	61.7885674387	38.2114325613	Pres	2012-11-06
MA	YouGov	2012	NA	2012-11-02	811	57	37	NA	NA	NA	61.7885674387	38.2114325613	Pres	2012-11-06
MD	YouGov	2012	NA	2012-11-02	705	59	37	NA	NA	NA	63.3217257865	36.6782742135	Pres	2012-11-06
ME	Public Policy Polling	2012	NA	2012-11-02	1633	55	42	NA	NA	NA	57.8599213954	42.1400786046	Pres	2012-11-06
MI	Angus Reid Global	2012	NA	2012-11-02	502	52	47	NA	NA	NA	54.8005320721	45.1994679279	Pres	2012-11-06
MI	Baydoun Consulting	2012	NA	2012-11-02	1913	46.24	46.86	NA	NA	NA	54.8005320721	45.1994679279	Pres	2012-11-06
MI	Public Policy Polling	2012	NA	2012-11-02	700	52	46	NA	NA	NA	54.8005320721	45.1994679279	Pres	2012-11-06
MI	YouGov	2012	NA	2012-11-02	1091	51	44	NA	NA	NA	54.8005320721	45.1994679279	Pres	2012-11-06
MN	SurveyUSA	2012	NA	2012-11-02	556	52	41	NA	NA	NA	53.9412264583	46.0587735417	Pres	2012-11-06
MN	YouGov	2012	NA	2012-11-02	790	52	44	NA	NA	NA	53.9412264583	46.0587735417	Pres	2012-11-06
