"election"	"state"	"year"	"pollName"	"startDate"	"endDate"	"numberOfRespondents"	"democratic"	"republican"	"someoneElse"	"undecided"	"refuseToAnswer"	"populationType"	"Mode"	"electionDate"	"finalTwoPartyVSDemocratic"	"finalTwoPartyVSRepublican"
"Gov"	"TX"	2010	"PPP (D)"	"6/19/10"	"2010-06-21"	500	43	43	""	NA	NA	"LV"	NA	"2010-11-02"	43.42915811	56.57084189
"Gov"	"TX"	2010	"Rasmussen Reports"	"6/16/10"	"2010-06-16"	500	40	48	""	NA	NA	"LV"	NA	"2010-11-02"	43.42915811	56.57084189
"Gov"	"TX"	2010	"Rasmussen Reports"	"5/13/10"	"2010-05-13"	500	38	51	""	NA	NA	"LV"	NA	"2010-11-02"	43.42915811	56.57084189
"Gov"	"TX"	2010	"Rasmussen Reports"	"4/14/10"	"2010-04-14"	500	44	48	""	NA	NA	"LV"	NA	"2010-11-02"	43.42915811	56.57084189
"Gov"	"TX"	2010	"Rasmussen Reports"	"3/3/10"	"2010-03-03"	500	43	49	""	NA	NA	"LV"	NA	"2010-11-02"	43.42915811	56.57084189
"Gov"	"TX"	2010	"Rasmussen Reports"	"2/22/10"	"2010-02-22"	1200	41	47	""	NA	NA	"LV"	NA	"2010-11-02"	43.42915811	56.57084189
"Gov"	"TX"	2010	"R2000/Daily Kos (D)**"	"2/8/10"	"2010-02-10"	600	42	46	""	NA	NA	"LV"	NA	"2010-11-02"	43.42915811	56.57084189
"Gov"	"TX"	2010	"Dallas Morning News"	"2/2/10"	"2010-02-10"	1508	37	43	""	NA	NA	"RV"	NA	"2010-11-02"	43.42915811	56.57084189
"Gov"	"TX"	2010	"PPP (D)"	"2/4/10"	"2010-02-07"	1200	42	48	""	NA	NA	"RV"	NA	"2010-11-02"	43.42915811	56.57084189
"Gov"	"TX"	2010	"Rasmussen Reports"	"2/1/10"	"2010-02-01"	1000	39	48	""	NA	NA	"LV"	NA	"2010-11-02"	43.42915811	56.57084189
"Gov"	"CT"	2010	"Rasmussen Reports"	"10/31/10"	"2010-10-31"	750	46	48	""	NA	NA	"LV"	NA	"2010-11-02"	50.35532995	49.64467005
"Gov"	"CT"	2010	"Quinnipiac"	"10/25/10"	"2010-10-31"	930	45	48	""	NA	NA	"LV"	NA	"2010-11-02"	50.35532995	49.64467005
"Gov"	"CT"	2010	"PPP (D)"	"10/27/10"	"2010-10-29"	759	47	49	""	NA	NA	"LV"	NA	"2010-11-02"	50.35532995	49.64467005
"Gov"	"CT"	2010	"CT Capitol Report/MRG"	"10/24/10"	"2010-10-26"	1846	45	45	""	NA	NA	"LV"	NA	"2010-11-02"	50.35532995	49.64467005
"Gov"	"CT"	2010	"Rasmussen Reports"	"10/24/10"	"2010-10-24"	750	49	46	""	NA	NA	"LV"	NA	"2010-11-02"	50.35532995	49.64467005
"Gov"	"CT"	2010	"Quinnipiac"	"10/18/10"	"2010-10-24"	702	48	43	""	NA	NA	"LV"	NA	"2010-11-02"	50.35532995	49.64467005
"Gov"	"CT"	2010	"FOX News/POR-Rasmussen"	"10/23/10"	"2010-10-23"	1000	47	44	""	NA	NA	"LV"	NA	"2010-11-02"	50.35532995	49.64467005
"Gov"	"CT"	2010	"Suffolk University*"	"10/19/10"	"2010-10-20"	500	49	38	""	NA	NA	"LV"	NA	"2010-11-02"	50.35532995	49.64467005
"Gov"	"CT"	2010	"Rasmussen Reports"	"10/14/10"	"2010-10-14"	750	49	45	""	NA	NA	"LV"	NA	"2010-11-02"	50.35532995	49.64467005
"Gov"	"CT"	2010	"Quinnipiac"	"10/7/10"	"2010-10-11"	1119	49	42	""	NA	NA	"LV"	NA	"2010-11-02"	50.35532995	49.64467005
"Gov"	"CT"	2010	"FOX News/POR-Rasmussen"	"10/9/10"	"2010-10-09"	1000	45	41	""	NA	NA	"LV"	NA	"2010-11-02"	50.35532995	49.64467005
"Gov"	"CT"	2010	"Rasmussen Reports"	"10/5/10"	"2010-10-05"	750	49	44	""	NA	NA	"LV"	NA	"2010-11-02"	50.35532995	49.64467005
"Gov"	"CT"	2010	"CNN/Time"	"10/1/10"	"2010-10-05"	773	50	42	""	NA	NA	"LV"	NA	"2010-11-02"	50.35532995	49.64467005
"Gov"	"CT"	2010	"CT Capitol Report/MRG"	"10/3/10"	"2010-10-03"	1582	48	45	""	NA	NA	"LV"	NA	"2010-11-02"	50.35532995	49.64467005
"Gov"	"CT"	2010	"FOX News/POR-Rasmussen"	"10/2/10"	"2010-10-02"	1000	47	41	""	NA	NA	"LV"	NA	"2010-11-02"	50.35532995	49.64467005
"Gov"	"CT"	2010	"PPP (D)"	"9/30/10"	"2010-10-02"	810	50	40	""	NA	NA	"LV"	NA	"2010-11-02"	50.35532995	49.64467005
"Gov"	"CT"	2010	"Rasmussen Reports"	"9/26/10"	"2010-09-26"	500	50	40	""	NA	NA	"LV"	NA	"2010-11-02"	50.35532995	49.64467005
"Gov"	"CT"	2010	"Quinnipiac"	"9/21/10"	"2010-09-26"	1083	45	42	""	NA	NA	"LV"	NA	"2010-11-02"	50.35532995	49.64467005
"Gov"	"CT"	2010	"Quinnipiac"	"9/8/10"	"2010-09-12"	875	50	41	""	NA	NA	"LV"	NA	"2010-11-02"	50.35532995	49.64467005
"Gov"	"CT"	2010	"Rasmussen Reports"	"9/9/10"	"2010-09-09"	500	46	39	""	NA	NA	"LV"	NA	"2010-11-02"	50.35532995	49.64467005
"Gov"	"CT"	2010	"Rasmussen Reports"	"8/11/10"	"2010-08-11"	500	48	33	""	NA	NA	"LV"	NA	"2010-11-02"	50.35532995	49.64467005
"Gov"	"CT"	2010	"Quinnipiac"	"7/28/10"	"2010-08-02"	1299	46	31	""	NA	NA	"RV"	NA	"2010-11-02"	50.35532995	49.64467005
"Gov"	"CT"	2010	"Quinnipiac"	"7/7/10"	"2010-07-13"	1367	44	33	""	NA	NA	"RV"	NA	"2010-11-02"	50.35532995	49.64467005
"Gov"	"CT"	2010	"Rasmussen Reports"	"6/1/10"	"2010-06-01"	500	44	35	""	NA	NA	"LV"	NA	"2010-11-02"	50.35532995	49.64467005
"Gov"	"CT"	2010	"Rasmussen Reports"	"5/4/10"	"2010-05-04"	500	38	35	""	NA	NA	"LV"	NA	"2010-11-02"	50.35532995	49.64467005
"Gov"	"CT"	2010	"Rasmussen Reports"	"4/1/10"	"2010-04-01"	500	35	44	""	NA	NA	"LV"	NA	"2010-11-02"	50.35532995	49.64467005
"Gov"	"CT"	2010	"Rasmussen Reports"	"2/1/10"	"2010-02-01"	500	37	36	""	NA	NA	"LV"	NA	"2010-11-02"	50.35532995	49.64467005
"Gov"	"CT"	2010	"Quinnipiac"	"1/14/10"	"2010-01-19"	1594	37	33	""	NA	NA	"RV"	NA	"2010-11-02"	50.35532995	49.64467005
"Gov"	"CT"	2010	"R2000/Daily Kos (D)**"	"1/11/10"	"2010-01-13"	600	43	37	""	NA	NA	"LV"	NA	"2010-11-02"	50.35532995	49.64467005
"Gov"	"CT"	2010	"PPP (D)"	"1/3/10"	"2010-01-05"	522	37	27	""	NA	NA	"LV"	NA	"2010-11-02"	50.35532995	49.64467005
"Gov"	"FL"	2010	"unshine State News/VSS"	"10/31/10"	"2010-11-01"	1526	45	49	""	NA	NA	"LV"	NA	"2010-11-02"	49.37888199	50.62111801
"Gov"	"FL"	2010	"PPP (D)"	"10/30/10"	"2010-10-31"	773	48	47	""	NA	NA	"LV"	NA	"2010-11-02"	49.37888199	50.62111801
"Gov"	"FL"	2010	"Sunshine State News/VSS"	"10/29/10"	"2010-10-31"	1527	49	46	""	NA	NA	"LV"	NA	"2010-11-02"	49.37888199	50.62111801
"Gov"	"FL"	2010	"Quinnipiac"	"10/25/10"	"2010-10-31"	925	44	43	""	NA	NA	"LV"	NA	"2010-11-02"	49.37888199	50.62111801
"Gov"	"FL"	2010	"Rasmussen Reports"	"10/27/10"	"2010-10-27"	750	45	48	""	NA	NA	"LV"	NA	"2010-11-02"	49.37888199	50.62111801
"Gov"	"FL"	2010	"Mason-Dixon"	"10/25/10"	"2010-10-27"	625	46	43	""	NA	NA	"LV"	NA	"2010-11-02"	49.37888199	50.62111801
"Gov"	"FL"	2010	"Florida Poll/NYT-USF"	"10/23/10"	"2010-10-27"	696	39	44	""	NA	NA	"LV"	NA	"2010-11-02"	49.37888199	50.62111801
"Gov"	"FL"	2010	"Sunshine State News/VSS"	"10/24/10"	"2010-10-25"	1547	45	47	""	NA	NA	"LV"	NA	"2010-11-02"	49.37888199	50.62111801
"Gov"	"FL"	2010	"Quinnipiac"	"10/18/10"	"2010-10-24"	784	45	41	""	NA	NA	"LV"	NA	"2010-11-02"	49.37888199	50.62111801
"Gov"	"FL"	2010	"TCPalm.com/Zogby"	"10/18/10"	"2010-10-21"	802	43	39	""	NA	NA	"LV"	NA	"2010-11-02"	49.37888199	50.62111801
"Gov"	"FL"	2010	"Sunshine State News/VSS"	"10/19/10"	"2010-10-20"	1514	45	45	""	NA	NA	"LV"	NA	"2010-11-02"	49.37888199	50.62111801
"Gov"	"FL"	2010	"CNN/Time"	"10/15/10"	"2010-10-19"	798	46	49	""	NA	NA	"LV"	NA	"2010-11-02"	49.37888199	50.62111801
"Gov"	"FL"	2010	"St. Petersburg Times"	"10/15/10"	"2010-10-19"	577	41	44	""	NA	NA	"LV"	NA	"2010-11-02"	49.37888199	50.62111801
"Gov"	"FL"	2010	"Rasmussen Reports"	"10/18/10"	"2010-10-18"	750	44	50	""	NA	NA	"LV"	NA	"2010-11-02"	49.37888199	50.62111801
"Gov"	"FL"	2010	"Suffolk University"	"10/14/10"	"2010-10-17"	500	45	38	""	NA	NA	"LV"	NA	"2010-11-02"	49.37888199	50.62111801
"Gov"	"FL"	2010	"Sunshine State News/VSS"	"10/12/10"	"2010-10-13"	2000	48	45	""	NA	NA	"LV"	NA	"2010-11-02"	49.37888199	50.62111801
"Gov"	"FL"	2010	"PPP (D)"	"10/9/10"	"2010-10-10"	448	46	41	""	NA	NA	"LV"	NA	"2010-11-02"	49.37888199	50.62111801
"Gov"	"FL"	2010	"Quinnipiac"	"10/6/10"	"2010-10-10"	1055	44	45	""	NA	NA	"LV"	NA	"2010-11-02"	49.37888199	50.62111801
"Gov"	"FL"	2010	"Rasmussen Reports"	"10/7/10"	"2010-10-07"	750	47	50	""	NA	NA	"LV"	NA	"2010-11-02"	49.37888199	50.62111801
"Gov"	"FL"	2010	"Mason-Dixon"	"10/4/10"	"2010-10-06"	625	44	40	""	NA	NA	"LV"	NA	"2010-11-02"	49.37888199	50.62111801
"Gov"	"FL"	2010	"Sunshine State News/VSS"	"9/28/10"	"2010-10-03"	1003	42	44	""	NA	NA	"LV"	NA	"2010-11-02"	49.37888199	50.62111801
"Gov"	"FL"	2010	"Rasmussen Reports"	"9/30/10"	"2010-09-30"	750	41	46	""	NA	NA	"LV"	NA	"2010-11-02"	49.37888199	50.62111801
"Gov"	"FL"	2010	"FL CoC/POS (R)"	"9/27/10"	"2010-09-30"	800	42	46	""	NA	NA	"LV"	NA	"2010-11-02"	49.37888199	50.62111801
"Gov"	"FL"	2010	"TCPalm.com/Zogby"	"9/27/10"	"2010-09-29"	802	41	39	""	NA	NA	"LV"	NA	"2010-11-02"	49.37888199	50.62111801
"Gov"	"FL"	2010	"CNN/Time"	"9/24/10"	"2010-09-28"	786	45	47	""	NA	NA	"LV"	NA	"2010-11-02"	49.37888199	50.62111801
"Gov"	"FL"	2010	"Quinnipiac"	"9/23/10"	"2010-09-28"	1151	43	49	""	NA	NA	"LV"	NA	"2010-11-02"	49.37888199	50.62111801
"Gov"	"FL"	2010	"Rasmussen Reports"	"9/22/10"	"2010-09-22"	750	44	50	""	NA	NA	"LV"	NA	"2010-11-02"	49.37888199	50.62111801
"Gov"	"FL"	2010	"Mason-Dixon"	"9/20/10"	"2010-09-22"	625	47	40	""	NA	NA	"LV"	NA	"2010-11-02"	49.37888199	50.62111801
"Gov"	"FL"	2010	"Reuters/Ipsos"	"9/10/10"	"2010-09-12"	486	45	47	""	NA	NA	"LV"	NA	"2010-11-02"	49.37888199	50.62111801
"Gov"	"FL"	2010	"FOX News/POR-Rasmussen"	"9/11/10"	"2010-09-11"	1000	49	41	""	NA	NA	"LV"	NA	"2010-11-02"	49.37888199	50.62111801
"Gov"	"FL"	2010	"CNN/Time"	"9/2/10"	"2010-09-07"	899	49	42	""	NA	NA	"RV"	NA	"2010-11-02"	49.37888199	50.62111801
"Gov"	"FL"	2010	"Sunshine State News/VSS"	"9/1/10"	"2010-09-07"	1016	44	42	""	NA	NA	"LV"	NA	"2010-11-02"	49.37888199	50.62111801
"Gov"	"FL"	2010	"Rasmussen Reports"	"9/1/10"	"2010-09-01"	750	48	47	""	NA	NA	"LV"	NA	"2010-11-02"	49.37888199	50.62111801
"Gov"	"FL"	2010	"Rasmussen Reports"	"8/25/10"	"2010-08-25"	750	42	45	""	NA	NA	"LV"	NA	"2010-11-02"	49.37888199	50.62111801
"Gov"	"FL"	2010	"PPP (D)"	"8/21/10"	"2010-08-22"	567	41	34	""	NA	NA	"LV"	NA	"2010-11-02"	49.37888199	50.62111801
"Gov"	"FL"	2010	"Quinnipiac"	"8/11/10"	"2010-08-16"	1096	33	29	""	NA	NA	"RV"	NA	"2010-11-02"	49.37888199	50.62111801
"Gov"	"FL"	2010	"Mason-Dixon"	"8/9/10"	"2010-08-11"	625	40	24	""	NA	NA	"RV"	NA	"2010-11-02"	49.37888199	50.62111801
"Gov"	"FL"	2010	"St. Petersburg Times"	"8/6/10"	"2010-08-10"	602	29	30	""	NA	NA	"RV"	NA	"2010-11-02"	49.37888199	50.62111801
"Gov"	"FL"	2010	"Rasmussen Reports"	"8/2/10"	"2010-08-02"	750	31	35	""	NA	NA	"LV"	NA	"2010-11-02"	49.37888199	50.62111801
"Gov"	"FL"	2010	"Florida Poll/NYT-USF"	"7/24/10"	"2010-07-28"	590	28	30	""	NA	NA	"LV"	NA	"2010-11-02"	49.37888199	50.62111801
"Gov"	"FL"	2010	"Quinnipiac"	"7/22/10"	"2010-07-27"	969	27	29	""	NA	NA	"RV"	NA	"2010-11-02"	49.37888199	50.62111801
"Gov"	"FL"	2010	"PPP (D)"	"7/16/10"	"2010-07-18"	900	36	30	""	NA	NA	"RV"	NA	"2010-11-02"	49.37888199	50.62111801
"Gov"	"FL"	2010	"Reuters/Ipsos"	"7/9/10"	"2010-07-11"	600	31	34	""	NA	NA	"RV"	NA	"2010-11-02"	49.37888199	50.62111801
"Gov"	"FL"	2010	"FL Chamber of Commerce"	"6/9/10"	"2010-06-13"	607	26	30	""	NA	NA	"LV"	NA	"2010-11-02"	49.37888199	50.62111801
"Gov"	"FL"	2010	"Quinnipiac"	"6/1/10"	"2010-06-07"	1133	32	42	""	NA	NA	"LV"	NA	"2010-11-02"	49.37888199	50.62111801
"Gov"	"FL"	2010	"Rasmussen Reports"	"5/16/10"	"2010-05-16"	500	40	41	""	NA	NA	"LV"	NA	"2010-11-02"	49.37888199	50.62111801
"Gov"	"FL"	2010	"Mason-Dixon"	"5/3/10"	"2010-05-05"	625	38	36	""	NA	NA	"LV"	NA	"2010-11-02"	49.37888199	50.62111801
"Gov"	"VT"	2010	"Rasmussen Reports"	"10/28/10"	"2010-10-28"	750	50	45	""	NA	NA	"LV"	NA	"2010-11-02"	50.92402464	49.07597536
"Gov"	"VT"	2010	"VPR/Mason-Dixon"	"10/11/10"	"2010-10-13"	625	43	44	""	NA	NA	"LV"	NA	"2010-11-02"	50.92402464	49.07597536
"Gov"	"VT"	2010	"Rasmussen Reports"	"9/13/10"	"2010-09-13"	500	49	46	""	NA	NA	"LV"	NA	"2010-11-02"	50.92402464	49.07597536
"Gov"	"VT"	2010	"Rasmussen Reports"	"6/17/10"	"2010-06-17"	500	36	55	""	NA	NA	"LV"	NA	"2010-11-02"	50.92402464	49.07597536
"Gov"	"VT"	2010	"Rasmussen Reports"	"3/18/10"	"2010-03-18"	500	33	51	""	NA	NA	"LV"	NA	"2010-11-02"	50.92402464	49.07597536
"Gov"	"VT"	2010	"WCAX - Burlington"	"2/14/10"	"2010-02-16"	400	35	45	""	NA	NA	"LV"	NA	"2010-11-02"	50.92402464	49.07597536
"Gov"	"CO"	2010	"PPP (D)"	"10/30/10"	"2010-10-31"	1059	48	8	"43.00"	NA	NA	"LV"	NA	"2010-11-02"	82.12560386	17.87439614
"Gov"	"CO"	2010	"FOX News/POR-Rasmussen"	"10/30/10"	"2010-10-30"	1000	47	6	"44.00"	NA	NA	"LV"	NA	"2010-11-02"	82.12560386	17.87439614
"Gov"	"CO"	2010	"Rasmussen Reports"	"10/28/10"	"2010-10-28"	750	47	5	"42.00"	NA	NA	"LV"	NA	"2010-11-02"	82.12560386	17.87439614
"Gov"	"CO"	2010	"CNN/Time"	"10/20/10"	"2010-10-26"	829	51	10	"37.00"	NA	NA	"LV"	NA	"2010-11-02"	82.12560386	17.87439614
"Gov"	"CO"	2010	"PPP (D)"	"10/21/10"	"2010-10-23"	818	47	5	"44.00"	NA	NA	"LV"	NA	"2010-11-02"	82.12560386	17.87439614
"Gov"	"CO"	2010	"Denver Post/SurveyUSA"	"10/19/10"	"2010-10-21"	621	49	9	"39.00"	NA	NA	"LV"	NA	"2010-11-02"	82.12560386	17.87439614
"Gov"	"CO"	2010	"Magellan Strategies (R)"	"10/20/10"	"2010-10-20"	1067	44	9	"43.00"	NA	NA	"LV"	NA	"2010-11-02"	82.12560386	17.87439614
"Gov"	"CO"	2010	"Reuters/Ipsos"	"10/15/10"	"2010-10-17"	405	46	14	"35.00"	NA	NA	"LV"	NA	"2010-11-02"	82.12560386	17.87439614
"Gov"	"CO"	2010	"FOX News/POR-Rasmussen"	"10/16/10"	"2010-10-16"	1000	45	10	"40.00"	NA	NA	"LV"	NA	"2010-11-02"	82.12560386	17.87439614
"Gov"	"CO"	2010	"Rasmussen Reports"	"10/14/10"	"2010-10-14"	750	42	12	"38.00"	NA	NA	"LV"	NA	"2010-11-02"	82.12560386	17.87439614
"Gov"	"CO"	2010	"Rasmussen Reports"	"10/3/10"	"2010-10-03"	750	43	16	"35.00"	NA	NA	"LV"	NA	"2010-11-02"	82.12560386	17.87439614
"Gov"	"CO"	2010	"PPP (D)"	"9/30/10"	"2010-10-02"	834	47	13	"33.00"	NA	NA	"LV"	NA	"2010-11-02"	82.12560386	17.87439614
"Gov"	"CO"	2010	"Denver Post/SurveyUSA"	"9/28/10"	"2010-09-30"	647	46	15	"34.00"	NA	NA	"LV"	NA	"2010-11-02"	82.12560386	17.87439614
"Gov"	"CO"	2010	"McClatchy/Marist"	"9/26/10"	"2010-09-28"	537	48	19	"29.00"	NA	NA	"LV"	NA	"2010-11-02"	82.12560386	17.87439614
"Gov"	"CO"	2010	"FOX News/POR-Rasmussen"	"9/25/10"	"2010-09-25"	1000	44	15	"34.00"	NA	NA	"LV"	NA	"2010-11-02"	82.12560386	17.87439614
"Gov"	"CO"	2010	"CNN/Time"	"9/17/10"	"2010-09-21"	860	47	21	"29.00"	NA	NA	"LV"	NA	"2010-11-02"	82.12560386	17.87439614
"Gov"	"CO"	2010	"Rasmussen Reports"	"9/12/10"	"2010-09-12"	750	46	21	"25.00"	NA	NA	"LV"	NA	"2010-11-02"	82.12560386	17.87439614
"Gov"	"CO"	2010	"POS/FM3"	"8/28/10"	"2010-09-01"	473	48	25	"15.00"	NA	NA	"LV"	NA	"2010-11-02"	82.12560386	17.87439614
"Gov"	"CO"	2010	"Rasmussen Reports"	"8/29/10"	"2010-08-29"	750	40	32	"9.00"	NA	NA	"LV"	NA	"2010-11-02"	82.12560386	17.87439614
"Gov"	"CO"	2010	"Magellan Strategies (R)"	"8/25/10"	"2010-08-26"	954	46	27	"17.00"	NA	NA	"LV"	NA	"2010-11-02"	82.12560386	17.87439614
"Gov"	"CO"	2010	"Reuters/Ipsos"	"8/20/10"	"2010-08-22"	453	41	33	"16.00"	NA	NA	"LV"	NA	"2010-11-02"	82.12560386	17.87439614
"Gov"	"CO"	2010	"Rasmussen Reports"	"8/11/10"	"2010-08-11"	750	43	31	"18.00"	NA	NA	"LV"	NA	"2010-11-02"	82.12560386	17.87439614
"Gov"	"CO"	2010	"PPP (D)"	"8/7/10"	"2010-08-08"	1015	48	23	"22.00"	NA	NA	"RV"	NA	"2010-11-02"	82.12560386	17.87439614
"Gov"	"CO"	2010	"Rasmussen Reports"	"8/2/10"	"2010-08-02"	750	42	27	"24.00"	NA	NA	"LV"	NA	"2010-11-02"	82.12560386	17.87439614
"Gov"	"CO"	2010	"Denver Post/SurveyUSA"	"7/27/10"	"2010-07-29"	1015	46	24	"24.00"	NA	NA	"RV"	NA	"2010-11-02"	82.12560386	17.87439614
"Gov"	"HI"	2010	"Aloha Vote/MRG"	"10/23/10"	"2010-10-23"	1181	50	45	""	NA	NA	"LV"	NA	"2010-11-02"	58.6102719	41.3897281
"Gov"	"HI"	2010	"Honolulu Star-Advertiser"	"10/12/10"	"2010-10-19"	608	51	43	""	NA	NA	"LV"	NA	"2010-11-02"	58.6102719	41.3897281
"Gov"	"HI"	2010	"Rasmussen Reports"	"10/13/10"	"2010-10-13"	500	49	47	""	NA	NA	"LV"	NA	"2010-11-02"	58.6102719	41.3897281
"Gov"	"HI"	2010	"Aloha Vote/MRG"	"10/11/10"	"2010-10-11"	1151	47	44	""	NA	NA	"LV"	NA	"2010-11-02"	58.6102719	41.3897281
"Gov"	"HI"	2010	"Daily Kos/PPP (D)"	"10/2/10"	"2010-10-03"	1326	49	47	""	NA	NA	"LV"	NA	"2010-11-02"	58.6102719	41.3897281
"Gov"	"HI"	2010	"Honolulu Star-Advertiser"	"8/10/10"	"2010-08-17"	604	53	41	""	NA	NA	"LV"	NA	"2010-11-02"	58.6102719	41.3897281
"Gov"	"HI"	2010	"Rasmussen Reports"	"6/24/10"	"2010-06-24"	500	58	32	""	NA	NA	"LV"	NA	"2010-11-02"	58.6102719	41.3897281
"Gov"	"HI"	2010	"Honolulu Advertiser"	"4/23/10"	"2010-04-28"	604	49	35	""	NA	NA	"LV"	NA	"2010-11-02"	58.6102719	41.3897281
"Gov"	"HI"	2010	"Rasmussen Reports"	"3/24/10"	"2010-03-24"	500	54	31	""	NA	NA	"LV"	NA	"2010-11-02"	58.6102719	41.3897281
"Gov"	"HI"	2010	"Mason-Dixon"	"1/8/10"	"2010-01-12"	800	43	34	""	NA	NA	"RV"	NA	"2010-11-02"	58.6102719	41.3897281
"Gov"	"RI"	2010	"NBC 10/Quest Research"	"10/23/10"	"2010-10-25"	523	25	28	"35.00"	NA	NA	"LV"	NA	"2010-11-02"	51.79340029	48.20659971
"Gov"	"RI"	2010	"WPRI/Fleming"	"10/21/10"	"2010-10-25"	500	26	26	"33.00"	NA	NA	"LV"	NA	"2010-11-02"	51.79340029	48.20659971
"Gov"	"RI"	2010	"Rasmussen Reports"	"10/21/10"	"2010-10-21"	750	28	25	"35.00"	NA	NA	"LV"	NA	"2010-11-02"	51.79340029	48.20659971
"Gov"	"RI"	2010	"NBC 10/Quest Research"	"10/4/10"	"2010-10-06"	492	37	22	"33.00"	NA	NA	"LV"	NA	"2010-11-02"	51.79340029	48.20659971
"Gov"	"RI"	2010	"Rasmussen Reports"	"10/4/10"	"2010-10-04"	750	30	22	"33.00"	NA	NA	"LV"	NA	"2010-11-02"	51.79340029	48.20659971
"Gov"	"RI"	2010	"Brown University"	"9/27/10"	"2010-09-29"	565	30	14	"23.00"	NA	NA	"RV"	NA	"2010-11-02"	51.79340029	48.20659971
"Gov"	"RI"	2010	"WPRI/Fleming"	"9/22/10"	"2010-09-26"	500	33	19	"30.00"	NA	NA	"LV"	NA	"2010-11-02"	51.79340029	48.20659971
"Gov"	"RI"	2010	"NBC 10/Quest Research"	"9/15/10"	"2010-09-17"	495	36	13	"24.00"	NA	NA	"LV"	NA	"2010-11-02"	51.79340029	48.20659971
"Gov"	"RI"	2010	"Rasmussen Reports"	"9/16/10"	"2010-09-16"	500	30	23	"33.00"	NA	NA	"LV"	NA	"2010-11-02"	51.79340029	48.20659971
"Gov"	"RI"	2010	"Rasmussen Reports"	"8/17/10"	"2010-08-17"	750	38	20	"32.00"	NA	NA	"LV"	NA	"2010-11-02"	51.79340029	48.20659971
"Gov"	"RI"	2010	"Rasmussen Reports"	"7/21/10"	"2010-07-21"	500	30	23	"37.00"	NA	NA	"LV"	NA	"2010-11-02"	51.79340029	48.20659971
"Gov"	"RI"	2010	"Rasmussen Reports"	"5/27/10"	"2010-05-27"	500	32	25	"35.00"	NA	NA	"LV"	NA	"2010-11-02"	51.79340029	48.20659971
"Gov"	"RI"	2010	"Rasmussen Reports"	"4/21/10"	"2010-04-21"	500	33	21	"33.00"	NA	NA	"LV"	NA	"2010-11-02"	51.79340029	48.20659971
"Gov"	"RI"	2010	"Rasmussen Reports"	"3/25/10"	"2010-03-25"	500	28	22	"39.00"	NA	NA	"LV"	NA	"2010-11-02"	51.79340029	48.20659971
"Gov"	"RI"	2010	"Rasmussen Reports"	"2/25/10"	"2010-02-25"	500	27	19	"37.00"	NA	NA	"LV"	NA	"2010-11-02"	51.79340029	48.20659971
"Gov"	"RI"	2010	"Brown University"	"2/9/10"	"2010-02-12"	609	28	12	"34.00"	NA	NA	"LV"	NA	"2010-11-02"	51.79340029	48.20659971
"Gov"	"MN"	2010	"PPP (D)"	"10/27/10"	"2010-10-29"	2058	43	40	"15.00"	NA	NA	"LV"	NA	"2010-11-02"	50.287687	49.712313
"Gov"	"MN"	2010	"SurveyUSA"	"10/24/10"	"2010-10-27"	624	39	38	"13.00"	NA	NA	"LV"	NA	"2010-11-02"	50.287687	49.712313
"Gov"	"MN"	2010	"Minn. Public Radio"	"10/21/10"	"2010-10-25"	751	41	29	"11.00"	NA	NA	"LV"	NA	"2010-11-02"	50.287687	49.712313
"Gov"	"MN"	2010	"Star Tribune"	"10/18/10"	"2010-10-21"	999	41	34	"13.00"	NA	NA	"LV"	NA	"2010-11-02"	50.287687	49.712313
"Gov"	"MN"	2010	"St. Cloud State U."	"10/10/10"	"2010-10-21"	462	40	30	"19.00"	NA	NA	"LV"	NA	"2010-11-02"	50.287687	49.712313
"Gov"	"MN"	2010	"Rasmussen Reports"	"10/20/10"	"2010-10-20"	750	44	41	"10.00"	NA	NA	"LV"	NA	"2010-11-02"	50.287687	49.712313
"Gov"	"MN"	2010	"SurveyUSA"	"10/11/10"	"2010-10-13"	712	42	37	"14.00"	NA	NA	"LV"	NA	"2010-11-02"	50.287687	49.712313
"Gov"	"MN"	2010	"Rasmussen Reports"	"10/6/10"	"2010-10-06"	750	40	38	"15.00"	NA	NA	"LV"	NA	"2010-11-02"	50.287687	49.712313
"Gov"	"MN"	2010	"Minn. Public Radio"	"9/22/10"	"2010-09-26"	750	38	27	"16.00"	NA	NA	"LV"	NA	"2010-11-02"	50.287687	49.712313
"Gov"	"MN"	2010	"Star Tribune"	"9/20/10"	"2010-09-23"	949	39	30	"18.00"	NA	NA	"LV"	NA	"2010-11-02"	50.287687	49.712313
"Gov"	"MN"	2010	"Rasmussen Reports"	"9/22/10"	"2010-09-22"	500	41	42	"9.00"	NA	NA	"LV"	NA	"2010-11-02"	50.287687	49.712313
"Gov"	"MN"	2010	"SurveyUSA"	"9/12/10"	"2010-09-14"	656	38	36	"18.00"	NA	NA	"LV"	NA	"2010-11-02"	50.287687	49.712313
"Gov"	"MN"	2010	"Minn. Public Radio"	"8/25/10"	"2010-08-29"	750	34	34	"13.00"	NA	NA	"LV"	NA	"2010-11-02"	50.287687	49.712313
"Gov"	"MN"	2010	"Rasmussen Reports"	"8/12/10"	"2010-08-12"	750	45	36	"10.00"	NA	NA	"LV"	NA	"2010-11-02"	50.287687	49.712313
